11	40140-S-00250	60
6	40140-S-00626	31
7	40140-S-00789	95
3	40140-S-00809	11
1	40140-S-00821
14	40140-S-00915	28
12	40140-S-02014	25
8	40140-S-02776	83
14	40140-S-03376	89
16	40140-S-03732	47	
14	40140-S-04546	59
2	40140-S-04569	70
27	40140-S-04625	51
41	40140-S-04801	41
8	40140-S-05095	02
80	40140-S-05919	98
29	40140-S-06466	94
16	40140-S-07330	45
27	40140-S-07369	95
2	40140-S-08746	47
12	40140-S-09331	42
3	40140-S-09356	58
33	40140-S-09659	91
6	40140-S-09927	32
