12	40142-F-00358	69
8	40142-F-00655	62
6	40142-F-00855	60
2	40142-F-00993	94
2	40142-F-01006	07
9	40142-F-01096	04
9	40142-F-01935	43
30	40142-F-02201	30
9	40142-F-02958	66
5	40142-F-05319	23
27	40142-F-06535	61
2	40142-F-06793	94
6	40142-F-06939	44
25	40142-F-08045	69
14	40142-F-09732	45
36	40142-F-09751	86
37	40142-F-10004	40
6	40142-F-10423	28
